strain_collection_id,strain_id,strain_name,gene_id,plate,row,column,plate_control,excluded
MATa-2021ver-384,blank,blank,-,1,2,2,TRUE,FALSE
MATa-2021ver-384,rec338,pau8,S000002142,1,2,4,TRUE,FALSE
MATa-2021ver-384,rec339,seo1,S000000062,1,2,6,TRUE,FALSE
MATa-2021ver-384,rec340,yal066w,S000000061,1,2,8,TRUE,FALSE
MATa-2021ver-384,rec341,yal065c,S000001817,1,2,10,TRUE,FALSE
MATa-2021ver-384,rec345,gdh3,S000000058,1,2,12,TRUE,FALSE
MATa-2021ver-384,rec346,bdh2,S000000057,1,2,14,TRUE,FALSE
MATa-2021ver-384,rec347,bdh1,S000000056,1,2,16,TRUE,FALSE
MATa-2021ver-384,rec348,ecm1,S000000055,1,2,18,TRUE,FALSE
MATa-2021ver-384,rec349,cne1,S000000054,1,2,20,TRUE,FALSE
MATa-2021ver-384,rec351,gpb2,S000000052,1,2,22,TRUE,FALSE
MATa-2021ver-384,rec352,pex22,S000000051,1,2,24,TRUE,FALSE
MATa-2021ver-384,rec354,flc2,S000000049,1,4,2,TRUE,FALSE
MATa-2021ver-384,rec355,oaf1,S000000048,1,4,4,TRUE,FALSE
MATa-2021ver-384,rec356,aim2,S000000047,1,4,6,TRUE,FALSE
MATa-2021ver-384,rec357,gem1,S000000046,1,4,8,TRUE,FALSE
MATa-2021ver-384,rec359,aim1,S000000044,1,4,10,TRUE,FALSE
MATa-2021ver-384,rec360,yal045c,S000000043,1,4,12,TRUE,FALSE
MATa-2021ver-384,rec361,gcv3,S000000042,1,4,14,TRUE,FALSE
MATa-2021ver-384,rec363,erv46,S000000040,1,4,16,TRUE,FALSE
MATa-2021ver-384,rec364,yal042c-a,S000002138,1,4,18,TRUE,FALSE
MATa-2021ver-384,rec366,cln3,S000000038,1,4,20,TRUE,FALSE
MATa-2021ver-384,rec367,cyc3,S000000037,1,4,22,TRUE,FALSE
MATa-2021ver-384,rec369,yal037w,S000000035,1,4,24,TRUE,FALSE
MATa-2021ver-384,rec370,rbg1,S000000034,1,6,2,TRUE,FALSE
MATa-2021ver-384,rec371,fun12,S000000033,1,6,4,TRUE,FALSE
MATa-2021ver-384,rec374,fun19,S000002134,1,6,6,TRUE,FALSE
MATa-2021ver-384,rec377,gip4,S000000029,1,6,8,TRUE,FALSE
MATa-2021ver-384,rec378,snc1,S000000028,1,6,10,TRUE,FALSE
MATa-2021ver-384,rec379,myo4,S000000027,1,6,12,TRUE,FALSE
MATa-2021ver-384,rec380,frt2,S000000026,1,6,14,TRUE,FALSE
MATa-2021ver-384,rec381,saw1,S000000025,1,6,16,TRUE,FALSE
MATa-2021ver-384,rec382,drs2,S000000024,1,6,18,TRUE,FALSE
MATa-2021ver-384,rec385,pmt2,S000000021,1,6,20,TRUE,FALSE
MATa-2021ver-384,rec386,fun26,S000000020,1,6,22,TRUE,FALSE
MATa-2021ver-384,rec387,ccr4,S000000019,1,6,24,TRUE,FALSE
MATa-2021ver-384,rec388,ats1,S000000018,1,8,2,TRUE,FALSE
MATa-2021ver-384,rec389,fun30,S000000017,1,8,4,TRUE,FALSE
MATa-2021ver-384,rec390,lds1,S000000016,1,8,6,TRUE,FALSE
MATa-2021ver-384,rec391,psk1,S000000015,1,8,8,TRUE,FALSE
MATa-2021ver-384,rec393,ntg1,S000000013,1,8,10,TRUE,FALSE
MATa-2021ver-384,rec394,syn8,S000000012,1,8,12,TRUE,FALSE
MATa-2021ver-384,rec395,dep1,S000000011,1,8,14,TRUE,FALSE
MATa-2021ver-384,rec397,swc3,S000000009,1,8,16,TRUE,FALSE
MATa-2021ver-384,rec398,mdm10,S000000008,1,8,18,TRUE,FALSE
MATa-2021ver-384,rec399,spo7,S000000007,1,8,20,TRUE,FALSE
MATa-2021ver-384,rec400,fun14,S000000006,1,8,22,TRUE,FALSE
MATa-2021ver-384,rec401,erp2,S000000005,1,8,24,TRUE,FALSE
MATa-2021ver-384,rec402,yal004w,S000002136,1,10,2,TRUE,FALSE
MATa-2021ver-384,rec403,ssa1,S000000004,1,10,4,TRUE,FALSE
MATa-2021ver-384,rec405,vps8,S000000002,1,10,6,TRUE,FALSE
MATa-2021ver-384,rec407,nup60,S000000063,1,10,8,TRUE,FALSE
MATa-2021ver-384,rec408,swd1,S000000064,1,10,10,TRUE,FALSE
MATa-2021ver-384,rec413,bud14,S000000069,1,10,12,TRUE,FALSE
MATa-2021ver-384,rec414,ade1,S000000070,1,10,14,TRUE,FALSE
MATa-2021ver-384,rec415,kin3,S000000071,1,10,16,TRUE,FALSE
MATa-2021ver-384,rec417,pau7,S000000073,1,10,18,TRUE,FALSE
MATa-2021ver-384,rec418,yar023c,S000000074,1,10,20,TRUE,FALSE
MATa-2021ver-384,rec419,uip3,S000000075,1,10,22,TRUE,FALSE
MATa-2021ver-384,rec420,yar028w,S000000076,1,10,24,TRUE,FALSE
MATa-2021ver-384,rec421,yar029w,S000000077,1,12,2,TRUE,FALSE
MATa-2021ver-384,rec422,prm9,S000000078,1,12,4,TRUE,FALSE
MATa-2021ver-384,rec423,yar030c,S000001821,1,12,6,TRUE,FALSE
MATa-2021ver-384,rec425,yat1,S000000080,1,12,8,TRUE,FALSE
MATa-2021ver-384,rec426,yar037w,YAR037W,1,12,10,TRUE,FALSE
MATa-2021ver-384,rec427,yar040c,YAR040C,1,12,12,TRUE,FALSE
MATa-2021ver-384,rec428,swh1,S000000081,1,12,14,TRUE,FALSE
MATa-2021ver-384,rec429,yar043c,S000120182,1,12,16,TRUE,FALSE
MATa-2021ver-384,rec430,swh1,S000000081,1,12,18,TRUE,FALSE
MATa-2021ver-384,rec431,yar047c,S000000083,1,12,20,TRUE,FALSE
MATa-2021ver-384,rec1489,dnm1,S000003924,1,12,22,TRUE,FALSE
MATa-2021ver-384,rec1490,rtt109,S000003925,1,12,24,TRUE,FALSE
MATa-2021ver-384,rec1493,spo75,S000003928,1,14,2,TRUE,FALSE
MATa-2021ver-384,rec1494,mmm1,S000003929,1,14,4,TRUE,FALSE
MATa-2021ver-384,rec1497,cox17,S000003932,1,14,6,TRUE,FALSE
MATa-2021ver-384,rec1498,psr1,S000003933,1,14,8,TRUE,FALSE
MATa-2021ver-384,rec1500,yeh1,S000003935,1,14,10,TRUE,FALSE
MATa-2021ver-384,rec1501,puf3,S000003936,1,14,12,TRUE,FALSE
MATa-2021ver-384,rec1502,emc6,S000003937,1,14,14,TRUE,FALSE
MATa-2021ver-384,rec1503,bpt1,S000003938,1,14,16,TRUE,FALSE
MATa-2021ver-384,rec1504,sdc25,S000003939,1,14,18,TRUE,FALSE
MATa-2021ver-384,rec1505,yll017w,S000003940,1,14,20,TRUE,FALSE
MATa-2021ver-384,rec1507,kns1,S000003942,1,14,22,TRUE,FALSE
MATa-2021ver-384,rec1508,yll020c,S000003943,1,14,24,TRUE,FALSE
MATa-2021ver-384,rec1509,spa2,S000003944,1,16,2,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,1,16,4,TRUE,FALSE
MATa-2021ver-384,rec1511,pom33,S000003946,1,16,6,TRUE,FALSE
MATa-2021ver-384,rec1512,ssa2,S000003947,1,16,8,TRUE,FALSE
MATa-2021ver-384,rec1513,pau17,S000003948,1,16,10,TRUE,FALSE
MATa-2021ver-384,rec1514,hsp104,S000003949,1,16,12,TRUE,FALSE
MATa-2021ver-384,rec1516,tpo1,S000003951,1,16,14,TRUE,FALSE
MATa-2021ver-384,rec1517,fra1,S000003952,1,16,16,TRUE,FALSE
MATa-2021ver-384,rec1520,yll032c,S000003955,1,16,18,TRUE,FALSE
MATa-2021ver-384,rec1521,irc19,S000003956,1,16,20,TRUE,FALSE
MATa-2021ver-384,rec1526,ent4,S000003961,1,16,22,TRUE,FALSE
MATa-2021ver-384,rec1527,ubi4,S000003962,1,16,24,TRUE,FALSE
MATa-2021ver-384,rec1528,vps13,S000003963,1,2,1,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,1,2,3,TRUE,FALSE
MATa-2021ver-384,rec1529,sdh2,S000003964,1,2,5,TRUE,FALSE
MATa-2021ver-384,rec1530,atg10,S000003965,1,2,7,TRUE,FALSE
MATa-2021ver-384,rec1531,fps1,S000003966,1,2,9,TRUE,FALSE
MATa-2021ver-384,rec1533,rpl8b,S000003968,1,2,11,TRUE,FALSE
MATa-2021ver-384,rec1534,rnp1,S000003969,1,2,13,TRUE,FALSE
MATa-2021ver-384,rec1535,yll047w,S000003970,1,2,15,TRUE,FALSE
MATa-2021ver-384,rec1539,fre6,S000003974,1,2,17,TRUE,FALSE
MATa-2021ver-384,rec1540,aqy2,S000003975,1,2,19,TRUE,FALSE
MATa-2021ver-384,rec1541,yll053c,S000003976,1,2,21,TRUE,FALSE
MATa-2021ver-384,rec1542,yll054c,S000003977,1,2,23,TRUE,FALSE
MATa-2021ver-384,rec1543,yct1,S000003978,1,4,1,TRUE,FALSE
MATa-2021ver-384,rec1544,yll056c,S000003979,1,4,3,TRUE,FALSE
MATa-2021ver-384,rec1545,jlp1,S000003980,1,4,5,TRUE,FALSE
MATa-2021ver-384,rec1546,yll058w,S000003981,1,4,7,TRUE,FALSE
MATa-2021ver-384,rec1548,gtt2,S000003983,1,4,9,TRUE,FALSE
MATa-2021ver-384,rec1549,mmp1,S000003984,1,4,11,TRUE,FALSE
MATa-2021ver-384,rec1550,mht1,S000003985,1,4,13,TRUE,FALSE
MATa-2021ver-384,rec1551,ayt1,S000003986,1,4,15,TRUE,FALSE
MATa-2021ver-384,rec1556,ylr001c,S000003991,1,4,17,TRUE,FALSE
MATa-2021ver-384,rec1558,cms1,S000003993,1,4,19,TRUE,FALSE
MATa-2021ver-384,rec1559,thi73,S000003994,1,4,21,TRUE,FALSE
MATa-2021ver-384,rec1566,lot6,S000004001,1,4,23,TRUE,FALSE
MATa-2021ver-384,rec1567,ylr012c,S000004002,1,6,1,TRUE,FALSE
MATa-2021ver-384,rec1568,gat3,S000004003,1,6,3,TRUE,FALSE
MATa-2021ver-384,rec1569,ppr1,S000004004,1,6,5,TRUE,FALSE
MATa-2021ver-384,rec1570,bre2,S000004005,1,6,7,TRUE,FALSE
MATa-2021ver-384,rec1571,pml1,S000004006,1,6,9,TRUE,FALSE
MATa-2021ver-384,rec1572,meu1,S000004007,1,6,11,TRUE,FALSE
MATa-2021ver-384,rec1573,pom34,S000004008,1,6,13,TRUE,FALSE
MATa-2021ver-384,rec1574,psr2,S000004009,1,6,15,TRUE,FALSE
MATa-2021ver-384,rec1575,yeh2,S000004010,1,6,17,TRUE,FALSE
MATa-2021ver-384,rec1576,irc25,S000004011,1,6,19,TRUE,FALSE
MATa-2021ver-384,rec1578,izh3,S000004013,1,6,21,TRUE,FALSE
MATa-2021ver-384,rec1579,ubr2,S000004014,1,6,23,TRUE,FALSE
MATa-2021ver-384,rec1580,snf7,S000004015,1,8,1,TRUE,FALSE
MATa-2021ver-384,rec1582,aat2,S000004017,1,8,3,TRUE,FALSE
MATa-2021ver-384,rec1583,ade16,S000004018,1,8,5,TRUE,FALSE
MATa-2021ver-384,rec2653,ylr042c,S000004032,1,8,7,TRUE,FALSE
MATa-2021ver-384,rec2654,trx1,S000004033,1,8,9,TRUE,FALSE
MATa-2021ver-384,rec2655,pdc1,S000004034,1,8,11,TRUE,FALSE
MATa-2021ver-384,rec2657,ylr046c,S000004036,1,8,13,TRUE,FALSE
MATa-2021ver-384,rec2658,fre8,S000004037,1,8,15,TRUE,FALSE
MATa-2021ver-384,rec2659,rps0b,S000004038,1,8,17,TRUE,FALSE
MATa-2021ver-384,rec2660,ylr049c,S000004039,1,8,19,TRUE,FALSE
MATa-2021ver-384,rec2664,ylr053c,S000004043,1,8,21,TRUE,FALSE
MATa-2021ver-384,rec2665,osw2,S000004044,1,8,23,TRUE,FALSE
MATa-2021ver-384,rec2666,spt8,S000004045,1,10,1,TRUE,FALSE
MATa-2021ver-384,rec2667,erg3,S000004046,1,10,3,TRUE,FALSE
MATa-2021ver-384,rec2668,mnl2,S000004047,1,10,5,TRUE,FALSE
MATa-2021ver-384,rec2669,shm2,S000004048,1,10,7,TRUE,FALSE
MATa-2021ver-384,rec2670,rex2,S000004049,1,10,9,TRUE,FALSE
MATa-2021ver-384,rec2672,rpl22a,S000004051,1,10,11,TRUE,FALSE
MATa-2021ver-384,rec2673,bud28,S000004052,1,10,13,TRUE,FALSE
MATa-2021ver-384,rec2674,bmt6,S000004053,1,10,15,TRUE,FALSE
MATa-2021ver-384,rec2675,per33,S000004054,1,10,17,TRUE,FALSE
MATa-2021ver-384,rec2676,env10,S000004055,1,10,19,TRUE,FALSE
MATa-2021ver-384,rec2678,pet309,S000004057,1,10,21,TRUE,FALSE
MATa-2021ver-384,rec2679,fyv7,S000004058,1,10,23,TRUE,FALSE
MATa-2021ver-384,rec2680,mef1,S000004059,1,12,1,TRUE,FALSE
MATa-2021ver-384,rec2681,xyl2,S000004060,1,12,3,TRUE,FALSE
MATa-2021ver-384,rec2683,ylr072w,S000004062,1,12,5,TRUE,FALSE
MATa-2021ver-384,rec2684,rfu1,S000004063,1,12,7,TRUE,FALSE
MATa-2021ver-384,rec2685,bud20,S000004064,1,12,9,TRUE,FALSE
MATa-2021ver-384,rec2688,fmp25,S000004067,1,12,11,TRUE,FALSE
MATa-2021ver-384,rec2690,sic1,S000004069,1,12,13,TRUE,FALSE
MATa-2021ver-384,rec2691,emp46,S000004070,1,12,15,TRUE,FALSE
MATa-2021ver-384,rec2692,gal2,S000004071,1,12,17,TRUE,FALSE
MATa-2021ver-384,rec2693,srl2,S000004072,1,12,19,TRUE,FALSE
MATa-2021ver-384,rec2694,emp70,S000004073,1,12,21,TRUE,FALSE
MATa-2021ver-384,rec2695,rax2,S000004074,1,12,23,TRUE,FALSE
MATa-2021ver-384,rec2696,arp6,S000004075,1,14,1,TRUE,FALSE
MATa-2021ver-384,rec2698,csf1,S000004077,1,14,3,TRUE,FALSE
MATa-2021ver-384,rec2700,alt1,S000004079,1,14,5,TRUE,FALSE
MATa-2021ver-384,rec2701,xdj1,S000004080,1,14,7,TRUE,FALSE
MATa-2021ver-384,rec2702,gep5,S000004081,1,14,9,TRUE,FALSE
MATa-2021ver-384,rec2703,sul2,S000004082,1,14,11,TRUE,FALSE
MATa-2021ver-384,rec2704,nyv1,S000004083,1,14,13,TRUE,FALSE
MATa-2021ver-384,rec2705,gis3,S000004084,1,14,15,TRUE,FALSE
MATa-2021ver-384,rec2706,ioc2,S000004085,1,14,17,TRUE,FALSE
MATa-2021ver-384,rec2707,kin2,S000004086,1,14,19,TRUE,FALSE
MATa-2021ver-384,rec2708,hrt3,S000004087,1,14,21,TRUE,FALSE
MATa-2021ver-384,rec2709,cha4,S000004088,1,14,23,TRUE,FALSE
MATa-2021ver-384,rec2710,ict1,S000004089,1,16,1,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,1,16,3,TRUE,FALSE
MATa-2021ver-384,rec2713,apc9,S000004092,1,16,5,TRUE,FALSE
MATa-2021ver-384,rec2715,lcl2,S000004094,1,16,7,TRUE,FALSE
MATa-2021ver-384,rec2718,rex3,S000004097,1,16,9,TRUE,FALSE
MATa-2021ver-384,rec2719,ylr108c,S000004098,1,16,11,TRUE,FALSE
MATa-2021ver-384,rec2720,ahp1,S000004099,1,16,13,TRUE,FALSE
MATa-2021ver-384,rec2722,ylr111w,S000004101,1,16,15,TRUE,FALSE
MATa-2021ver-384,rec2723,ylr112w,S000004102,1,16,17,TRUE,FALSE
MATa-2021ver-384,rec2724,hog1,S000004103,1,16,19,TRUE,FALSE
MATa-2021ver-384,rec2725,avl9,S000004104,1,16,21,TRUE,FALSE
MATa-2021ver-384,rec2729,ylr118c,S000004108,1,16,23,TRUE,FALSE
MATa-2021ver-384,rec2730,srn2,S000004109,1,1,2,TRUE,FALSE
MATa-2021ver-384,rec2731,yps1,S000004110,1,1,4,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,1,1,6,TRUE,FALSE
MATa-2021ver-384,rec2732,yps3,S000004111,1,1,8,TRUE,FALSE
MATa-2021ver-384,rec2733,ylr122c,S000004112,1,1,10,TRUE,FALSE
MATa-2021ver-384,rec2734,ylr123c,S000004113,1,1,12,TRUE,FALSE
MATa-2021ver-384,rec2735,ylr124w,S000004114,1,1,14,TRUE,FALSE
MATa-2021ver-384,rec2736,ylr125w,S000004115,1,1,16,TRUE,FALSE
MATa-2021ver-384,rec481,yml089c,S000004554,1,1,18,TRUE,FALSE
MATa-2021ver-384,rec482,ufo1,S000004553,1,1,20,TRUE,FALSE
MATa-2021ver-384,rec483,aim33,S000004552,1,1,22,TRUE,FALSE
MATa-2021ver-384,rec484,alo1,S000004551,1,1,24,TRUE,FALSE
MATa-2021ver-384,rec486,yml084w,S000004549,1,3,2,TRUE,FALSE
MATa-2021ver-384,rec487,yml083c,S000004548,1,3,4,TRUE,FALSE
MATa-2021ver-384,rec488,yml082w,S000004547,1,3,6,TRUE,FALSE
MATa-2021ver-384,rec489,tda9,S000004546,1,3,8,TRUE,FALSE
MATa-2021ver-384,rec490,dus1,S000004545,1,3,10,TRUE,FALSE
MATa-2021ver-384,rec491,yml079w,S000004544,1,3,12,TRUE,FALSE
MATa-2021ver-384,rec492,cpr3,S000004543,1,3,14,TRUE,FALSE
MATa-2021ver-384,rec507,rps1b,S000004528,1,3,16,TRUE,FALSE
MATa-2021ver-384,rec508,mft1,S000004527,1,3,18,TRUE,FALSE
MATa-2021ver-384,rec509,pif1,S000004526,1,3,20,TRUE,FALSE
MATa-2021ver-384,rec510,ogg1,S000004525,1,3,22,TRUE,FALSE
MATa-2021ver-384,rec511,nte1,S000004524,1,3,24,TRUE,FALSE
MATa-2021ver-384,rec512,sml1,S000004523,1,5,2,TRUE,FALSE
MATa-2021ver-384,rec513,cmp2,S000004521,1,5,4,TRUE,FALSE
MATa-2021ver-384,rec514,yml057c-a,S000004522,1,5,6,TRUE,FALSE
MATa-2021ver-384,rec515,imd4,S000004520,1,5,8,TRUE,FALSE
MATa-2021ver-384,rec516,spc2,S000004519,1,5,10,TRUE,FALSE
MATa-2021ver-384,rec517,cyb2,S000004518,1,5,12,TRUE,FALSE
MATa-2021ver-384,rec518,yml053c,S000004517,1,5,14,TRUE,FALSE
MATa-2021ver-384,rec519,sur7,S000004516,1,5,16,TRUE,FALSE
MATa-2021ver-384,rec520,gal80,S000004515,1,5,18,TRUE,FALSE
MATa-2021ver-384,rec521,aim32,S000004514,1,5,20,TRUE,FALSE
MATa-2021ver-384,rec523,gsf2,S000004511,1,5,22,TRUE,FALSE
MATa-2021ver-384,rec524,yml047w-a,S000004512,1,5,24,TRUE,FALSE
MATa-2021ver-384,rec534,yml037c,S000004501,1,7,2,TRUE,FALSE
MATa-2021ver-384,rec536,amd1,S000004498,1,7,4,TRUE,FALSE
MATa-2021ver-384,rec537,src1,S000004497,1,7,6,TRUE,FALSE
MATa-2021ver-384,rec538,yml034c-a,S000004499,1,7,8,TRUE,FALSE
MATa-2021ver-384,rec539,src1,S000004497,1,7,10,TRUE,FALSE
MATa-2021ver-384,rec540,rad52,S000004494,1,7,12,TRUE,FALSE
MATa-2021ver-384,rec543,rcf1,S000004492,1,7,14,TRUE,FALSE
MATa-2021ver-384,rec544,usa1,S000004491,1,7,16,TRUE,FALSE
MATa-2021ver-384,rec545,tsa1,S000004490,1,7,18,TRUE,FALSE
MATa-2021ver-384,rec547,rps18b,S000004488,1,7,20,TRUE,FALSE
MATa-2021ver-384,rec549,rps17a,S000004486,1,7,22,TRUE,FALSE
MATa-2021ver-384,rec553,yml020w,S000004482,1,7,24,TRUE,FALSE
MATa-2021ver-384,rec554,ost6,S000004481,1,9,2,TRUE,FALSE
MATa-2021ver-384,rec555,yml018c,S000004480,1,9,4,TRUE,FALSE
MATa-2021ver-384,rec556,psp2,S000004479,1,9,6,TRUE,FALSE
MATa-2021ver-384,rec557,ppz1,S000004478,1,9,8,TRUE,FALSE
MATa-2021ver-384,rec559,trm9,S000004476,1,9,10,TRUE,FALSE
MATa-2021ver-384,rec560,ubx2,S000004475,1,9,12,TRUE,FALSE
MATa-2021ver-384,rec561,yml012c-a,S000004474,1,9,14,TRUE,FALSE
MATa-2021ver-384,rec562,erv25,S000004473,1,9,16,TRUE,FALSE
MATa-2021ver-384,rec563,rad33,S000004472,1,9,18,TRUE,FALSE
MATa-2021ver-384,rec567,mrpl39,S000004468,1,9,20,TRUE,FALSE
MATa-2021ver-384,rec568,erg6,S000004467,1,9,22,TRUE,FALSE
MATa-2021ver-384,rec569,yap1,S000004466,1,9,24,TRUE,FALSE
MATa-2021ver-384,rec570,gis4,S000004465,1,11,2,TRUE,FALSE
MATa-2021ver-384,rec571,trm12,S000004464,1,11,4,TRUE,FALSE
MATa-2021ver-384,rec572,glo1,S000004463,1,11,6,TRUE,FALSE
MATa-2021ver-384,rec573,yml003w,S000004462,1,11,8,TRUE,FALSE
MATa-2021ver-384,rec574,yml002w,S000004461,1,11,10,TRUE,FALSE
MATa-2021ver-384,rec575,ypt7,S000004460,1,11,12,TRUE,FALSE
MATa-2021ver-384,rec577,mix17,S000004604,1,11,14,TRUE,FALSE
MATa-2021ver-384,rec578,aim34,S000004605,1,11,16,TRUE,FALSE
MATa-2021ver-384,rec581,plb2,S000004608,1,11,18,TRUE,FALSE
MATa-2021ver-384,rec582,ymr007w,S000004609,1,11,20,TRUE,FALSE
MATa-2021ver-384,rec583,plb1,S000004610,1,11,22,TRUE,FALSE
MATa-2021ver-384,rec584,adi1,S000004611,1,11,24,TRUE,FALSE
MATa-2021ver-384,rec585,ymr010w,S000004612,1,13,2,TRUE,FALSE
MATa-2021ver-384,rec586,hxt2,S000004613,1,13,4,TRUE,FALSE
MATa-2021ver-384,rec587,clu1,S000004614,1,13,6,TRUE,FALSE
MATa-2021ver-384,rec589,bud22,S000004616,1,13,8,TRUE,FALSE
MATa-2021ver-384,rec590,erg5,S000004617,1,13,10,TRUE,FALSE
MATa-2021ver-384,rec591,sok2,S000004618,1,13,12,TRUE,FALSE
MATa-2021ver-384,rec592,spo20,S000004619,1,13,14,TRUE,FALSE
MATa-2021ver-384,rec593,ymr018w,S000004620,1,13,16,TRUE,FALSE
MATa-2021ver-384,rec594,stb4,S000004621,1,13,18,TRUE,FALSE
MATa-2021ver-384,rec595,fms1,S000004622,1,13,20,TRUE,FALSE
MATa-2021ver-384,rec596,mac1,S000004623,1,13,22,TRUE,FALSE
MATa-2021ver-384,rec597,ubc7,S000004624,1,13,24,TRUE,FALSE
MATa-2021ver-384,rec598,mss1,S000004625,1,15,2,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,1,15,4,TRUE,FALSE
MATa-2021ver-384,rec599,mrpl3,S000004626,1,15,6,TRUE,FALSE
MATa-2021ver-384,rec600,csi1,S000004627,1,15,8,TRUE,FALSE
MATa-2021ver-384,rec601,pex12,S000004628,1,15,10,TRUE,FALSE
MATa-2021ver-384,rec602,ymr027w,S000004629,1,15,12,TRUE,FALSE
MATa-2021ver-384,rec604,far8,S000004631,1,15,14,TRUE,FALSE
MATa-2021ver-384,rec605,rsf1,S000004632,1,15,16,TRUE,FALSE
MATa-2021ver-384,rec606,ymr031w-a,S000004634,1,15,18,TRUE,FALSE
MATa-2021ver-384,rec607,eis1,S000004633,1,15,20,TRUE,FALSE
MATa-2021ver-384,rec608,hof1,S000004635,1,15,22,TRUE,FALSE
MATa-2021ver-384,rec610,ymr034c,S000004637,1,15,24,TRUE,FALSE
MATa-2021ver-384,rec611,imp2,S000004638,1,1,1,TRUE,FALSE
MATa-2021ver-384,rec612,mih1,S000004639,1,1,3,TRUE,FALSE
MATa-2021ver-384,rec615,sub1,S000004642,1,1,5,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,1,1,7,TRUE,FALSE
MATa-2021ver-384,rec616,yet2,S000004643,1,1,9,TRUE,FALSE
MATa-2021ver-384,rec617,ara2,S000004644,1,1,11,TRUE,FALSE
MATa-2021ver-384,rec618,arg80,S000004645,1,1,13,TRUE,FALSE
MATa-2021ver-384,rec620,ioc4,S000004647,1,1,15,TRUE,FALSE
MATa-2021ver-384,rec721,sip5,S000004748,1,1,17,TRUE,FALSE
MATa-2021ver-384,rec722,ymr141c,S000004749,1,1,19,TRUE,FALSE
MATa-2021ver-384,rec724,rps16a,S000004751,1,1,21,TRUE,FALSE
MATa-2021ver-384,rec725,ymr144w,S000004752,1,1,23,TRUE,FALSE
MATa-2021ver-384,rec726,nde1,S000004753,1,3,1,TRUE,FALSE
MATa-2021ver-384,rec728,ymr147w,S000004755,1,3,3,TRUE,FALSE
MATa-2021ver-384,rec729,osw5,S000004756,1,3,5,TRUE,FALSE
MATa-2021ver-384,rec731,yim2,S000004759,1,3,7,TRUE,FALSE
MATa-2021ver-384,rec732,imp1,S000004758,1,3,9,TRUE,FALSE
MATa-2021ver-384,rec733,yim1,S000004760,1,3,11,TRUE,FALSE
MATa-2021ver-384,rec734,nup53,S000004762,1,3,13,TRUE,FALSE
MATa-2021ver-384,rec735,ymr153c-a,S000004761,1,3,15,TRUE,FALSE
MATa-2021ver-384,rec737,ymr155w,S000004764,1,3,17,TRUE,FALSE
MATa-2021ver-384,rec738,tpp1,S000004765,1,3,19,TRUE,FALSE
MATa-2021ver-384,rec739,aim36,S000004766,1,3,21,TRUE,FALSE
MATa-2021ver-384,rec741,ymr158w-b,S000004768,1,3,23,TRUE,FALSE
MATa-2021ver-384,rec742,atg16,S000004769,1,5,1,TRUE,FALSE
MATa-2021ver-384,rec744,hlj1,S000004771,1,5,3,TRUE,FALSE
MATa-2021ver-384,rec745,dnf3,S000004772,1,5,5,TRUE,FALSE
MATa-2021ver-384,rec746,inp2,S000004773,1,5,7,TRUE,FALSE
MATa-2021ver-384,rec747,mss11,S000004774,1,5,9,TRUE,FALSE
MATa-2021ver-384,rec749,ymr166c,S000004776,1,5,11,TRUE,FALSE
MATa-2021ver-384,rec750,mlh1,S000004777,1,5,13,TRUE,FALSE
MATa-2021ver-384,rec752,ald3,S000004779,1,5,15,TRUE,FALSE
MATa-2021ver-384,rec753,ald2,S000004780,1,5,17,TRUE,FALSE
MATa-2021ver-384,rec756,ymr172c-a,S000004782,1,5,19,TRUE,FALSE
MATa-2021ver-384,rec758,ymr173w-a,S000004785,1,5,21,TRUE,FALSE
MATa-2021ver-384,rec759,pai3,S000004786,1,5,23,TRUE,FALSE
MATa-2021ver-384,rec760,sip18,S000004787,1,7,1,TRUE,FALSE
MATa-2021ver-384,rec761,ecm5,S000004788,1,7,3,TRUE,FALSE
MATa-2021ver-384,rec762,mmt1,S000004789,1,7,5,TRUE,FALSE
MATa-2021ver-384,rec763,ymr178w,S000004790,1,7,7,TRUE,FALSE
MATa-2021ver-384,rec764,spt21,S000004791,1,7,9,TRUE,FALSE
MATa-2021ver-384,rec765,ctl1,S000004792,1,7,11,TRUE,FALSE
MATa-2021ver-384,rec767,rgm1,S000004794,1,7,13,TRUE,FALSE
MATa-2021ver-384,rec768,sso2,S000004795,1,7,15,TRUE,FALSE
MATa-2021ver-384,rec769,add37,S000004796,1,7,17,TRUE,FALSE
MATa-2021ver-384,rec771,hsc82,S000004798,1,7,19,TRUE,FALSE
MATa-2021ver-384,rec772,ymr187c,S000004799,1,7,21,TRUE,FALSE
MATa-2021ver-384,rec773,mrps17,S000004800,1,7,23,TRUE,FALSE
MATa-2021ver-384,rec774,gcv2,S000004801,1,9,1,TRUE,FALSE
MATa-2021ver-384,rec775,sgs1,S000004802,1,9,3,TRUE,FALSE
MATa-2021ver-384,rec776,spg5,S000004803,1,9,5,TRUE,FALSE
MATa-2021ver-384,rec777,gyl1,S000004804,1,9,7,TRUE,FALSE
MATa-2021ver-384,rec778,mrpl24,S000004806,1,9,9,TRUE,FALSE
