strain_collection_id,strain_id,strain_name,gene_id,plate,row,column,plate_control,excluded
MATa-2021ver-384,rec4912,ykl063c,S000001546,5,2,1,TRUE,FALSE
MATa-2021ver-384,rec4913,mnr2,S000001547,5,2,3,TRUE,FALSE
MATa-2021ver-384,rec4914,yet1,S000001548,5,2,5,TRUE,FALSE
MATa-2021ver-384,rec4915,ykl066w,S000001549,5,2,7,TRUE,FALSE
MATa-2021ver-384,rec4916,ynk1,S000001550,5,2,9,TRUE,FALSE
MATa-2021ver-384,rec4917,nup100,S000001551,5,2,11,TRUE,FALSE
MATa-2021ver-384,rec4918,ykl069w,S000001552,5,2,13,TRUE,FALSE
MATa-2021ver-384,rec4919,ykl070w,S000001553,5,2,15,TRUE,FALSE
MATa-2021ver-384,rec4920,ykl071w,S000001554,5,2,17,TRUE,FALSE
MATa-2021ver-384,rec4921,stb6,S000001555,5,2,19,TRUE,FALSE
MATa-2021ver-384,rec4922,lhs1,S000001556,5,2,21,TRUE,FALSE
MATa-2021ver-384,rec4923,mud2,S000001557,5,2,23,TRUE,FALSE
MATa-2021ver-384,rec4924,ykl075c,S000001558,5,4,1,TRUE,FALSE
MATa-2021ver-384,rec4925,psy1,S000001559,5,4,3,TRUE,FALSE
MATa-2021ver-384,rec4926,ykl077w,S000001560,5,4,5,TRUE,FALSE
MATa-2021ver-384,rec4928,smy1,S000001562,5,4,7,TRUE,FALSE
MATa-2021ver-384,rec4929,vma5,S000001563,5,4,9,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,5,4,11,TRUE,FALSE
MATa-2021ver-384,rec4930,tef4,S000001564,5,4,13,TRUE,FALSE
MATa-2021ver-384,rec4933,hot13,S000001567,5,4,15,TRUE,FALSE
MATa-2021ver-384,rec4934,mdh1,S000001568,5,4,17,TRUE,FALSE
MATa-2021ver-384,rec4935,srx1,S000001569,5,4,19,TRUE,FALSE
MATa-2021ver-384,rec4936,cyt2,S000001570,5,4,21,TRUE,FALSE
MATa-2021ver-384,rec4939,cue2,S000001573,5,4,23,TRUE,FALSE
MATa-2021ver-384,rec4940,ykl091c,S000001574,5,6,1,TRUE,FALSE
MATa-2021ver-384,rec4941,bud2,S000001575,5,6,3,TRUE,FALSE
MATa-2021ver-384,rec4942,mbr1,S000001576,5,6,5,TRUE,FALSE
MATa-2021ver-384,rec4943,yju3,S000001577,5,6,7,TRUE,FALSE
MATa-2021ver-384,rec4945,cwp1,S000001579,5,6,9,TRUE,FALSE
MATa-2021ver-384,rec4946,ykl097c,S000001580,5,6,11,TRUE,FALSE
MATa-2021ver-384,rec4948,mtc2,S000001581,5,6,13,TRUE,FALSE
MATa-2021ver-384,rec4950,ykl100c,S000001583,5,6,15,TRUE,FALSE
MATa-2021ver-384,rec4951,hsl1,S000001584,5,6,17,TRUE,FALSE
MATa-2021ver-384,rec4952,ykl102c,S000001585,5,6,19,TRUE,FALSE
MATa-2021ver-384,rec4953,ape1,S000001586,5,6,21,TRUE,FALSE
MATa-2021ver-384,rec4955,seg2,S000001588,5,6,23,TRUE,FALSE
MATa-2021ver-384,rec4956,aat1,S000001589,5,8,1,TRUE,FALSE
MATa-2021ver-384,rec4957,ykl107w,S000001590,5,8,3,TRUE,FALSE
MATa-2021ver-384,rec4959,hap4,S000001592,5,8,5,TRUE,FALSE
MATa-2021ver-384,rec4960,kti12,S000001593,5,8,7,TRUE,FALSE
MATa-2021ver-384,rec4963,rad27,S000001596,5,8,9,TRUE,FALSE
MATa-2021ver-384,rec4964,apn1,S000001597,5,8,11,TRUE,FALSE
MATa-2021ver-384,rec4966,prr1,S000001599,5,8,13,TRUE,FALSE
MATa-2021ver-384,rec4967,sba1,S000001600,5,8,15,TRUE,FALSE
MATa-2021ver-384,rec4968,ykl118w,S000001601,5,8,17,TRUE,FALSE
MATa-2021ver-384,rec4969,vph2,S000001602,5,8,19,TRUE,FALSE
MATa-2021ver-384,rec4970,oac1,S000001603,5,8,21,TRUE,FALSE
MATa-2021ver-384,rec4971,dgr2,S000001604,5,8,23,TRUE,FALSE
MATa-2021ver-384,rec4973,ykl123w,S000001606,5,10,1,TRUE,FALSE
MATa-2021ver-384,rec4974,ssh4,S000001607,5,10,3,TRUE,FALSE
MATa-2021ver-384,rec4976,ypk1,S000001609,5,10,5,TRUE,FALSE
MATa-2021ver-384,rec4977,pgm1,S000001610,5,10,7,TRUE,FALSE
MATa-2021ver-384,rec4978,pmu1,S000001611,5,10,9,TRUE,FALSE
MATa-2021ver-384,rec4979,myo3,S000001612,5,10,11,TRUE,FALSE
MATa-2021ver-384,rec4980,she2,S000001613,5,10,13,TRUE,FALSE
MATa-2021ver-384,rec4981,ykl131w,S000001614,5,10,15,TRUE,FALSE
MATa-2021ver-384,rec4982,rma1,S000001615,5,10,17,TRUE,FALSE
MATa-2021ver-384,rec4983,ykl133c,S000001616,5,10,19,TRUE,FALSE
MATa-2021ver-384,rec4984,Oct1,S000001617,5,10,21,TRUE,FALSE
MATa-2021ver-384,rec4985,apl2,S000001618,5,10,23,TRUE,FALSE
MATa-2021ver-384,rec4986,ykl136w,S000001619,5,12,1,TRUE,FALSE
MATa-2021ver-384,rec4987,cmc1,S000001620,5,12,3,TRUE,FALSE
MATa-2021ver-384,rec4988,mrpl31,S000001621,5,12,5,TRUE,FALSE
MATa-2021ver-384,rec4990,tgl1,S000001623,5,12,7,TRUE,FALSE
MATa-2021ver-384,rec4992,mrp8,S000001625,5,12,9,TRUE,FALSE
MATa-2021ver-384,rec4993,ltv1,S000001626,5,12,11,TRUE,FALSE
MATa-2021ver-384,rec4996,avt3,S000001629,5,12,13,TRUE,FALSE
MATa-2021ver-384,rec4997,ykl147c,S000001630,5,12,15,TRUE,FALSE
MATa-2021ver-384,rec4998,sdh1,S000001631,5,12,17,TRUE,FALSE
MATa-2021ver-384,rec4999,dbr1,S000001632,5,12,19,TRUE,FALSE
MATa-2021ver-384,rec5000,mcr1,S000001633,5,12,21,TRUE,FALSE
MATa-2021ver-384,rec5001,ykl151c,S000001634,5,12,23,TRUE,FALSE
MATa-2021ver-384,rec7407,sue1,S000006355,5,14,1,TRUE,FALSE
MATa-2021ver-384,rec5006,rps27a,S000001639,5,14,3,TRUE,FALSE
MATa-2021ver-384,rec5007,ape2,S000001640,5,14,5,TRUE,FALSE
MATa-2021ver-384,rec5008,ape2,S000001640,5,14,7,TRUE,FALSE
MATa-2021ver-384,rec5009,rcn1,S000001642,5,14,9,TRUE,FALSE
MATa-2021ver-384,rec5010,elf1,S000001643,5,14,11,TRUE,FALSE
MATa-2021ver-384,rec5011,kdx1,S000001644,5,14,13,TRUE,FALSE
MATa-2021ver-384,rec5012,ykl162c,S000001645,5,14,15,TRUE,FALSE
MATa-2021ver-384,rec5013,pir3,S000001646,5,14,17,TRUE,FALSE
MATa-2021ver-384,rec5014,pir1,S000001647,5,14,19,TRUE,FALSE
MATa-2021ver-384,rec5016,tpk3,S000001649,5,14,21,TRUE,FALSE
MATa-2021ver-384,rec5017,mrp49,S000001650,5,14,23,TRUE,FALSE
MATa-2021ver-384,rec5018,kkq8,S000001651,5,16,1,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,5,16,3,TRUE,FALSE
MATa-2021ver-384,rec5019,ykl169c,S000001652,5,16,5,TRUE,FALSE
MATa-2021ver-384,rec5020,mrpl38,S000001653,5,16,7,TRUE,FALSE
MATa-2021ver-384,rec5021,nnk1,S000001654,5,16,9,TRUE,FALSE
MATa-2021ver-384,rec5024,tpo5,S000001657,5,16,11,TRUE,FALSE
MATa-2021ver-384,rec5025,zrt3,S000001658,5,16,13,TRUE,FALSE
MATa-2021ver-384,rec5026,lst4,S000001659,5,16,15,TRUE,FALSE
MATa-2021ver-384,rec5027,ykl177w,S000001660,5,16,17,TRUE,FALSE
MATa-2021ver-384,rec5028,ste3,S000001661,5,16,19,TRUE,FALSE
MATa-2021ver-384,rec5029,coy1,S000001662,5,16,21,TRUE,FALSE
MATa-2021ver-384,rec5033,lot5,S000001666,5,16,23,TRUE,FALSE
MATa-2021ver-384,rec5034,spe1,S000001667,5,1,2,TRUE,FALSE
MATa-2021ver-384,rec5035,ash1,S000001668,5,1,4,TRUE,FALSE
MATa-2021ver-384,rec5037,fat3,S000001670,5,1,6,TRUE,FALSE
MATa-2021ver-384,rec5038,pxa2,S000001671,5,1,8,TRUE,FALSE
MATa-2021ver-384,rec5040,cnb1,S000001673,5,1,10,TRUE,FALSE
MATa-2021ver-384,rec4657,rps25a,S000003259,5,1,12,TRUE,FALSE
MATa-2021ver-384,rec4661,imo32,S000003263,5,1,14,TRUE,FALSE
MATa-2021ver-384,rec4663,tim21,S000003265,5,1,16,TRUE,FALSE
MATa-2021ver-384,rec4664,rpl26b,S000003266,5,1,18,TRUE,FALSE
MATa-2021ver-384,rec4665,ygr035c,S000003267,5,1,20,TRUE,FALSE
MATa-2021ver-384,rec4666,cax4,S000003268,5,1,22,TRUE,FALSE
MATa-2021ver-384,rec4667,acb1,S000003269,5,1,24,TRUE,FALSE
MATa-2021ver-384,rec4669,ygr039w,S000003271,5,3,2,TRUE,FALSE
MATa-2021ver-384,rec4671,bud9,S000003273,5,3,4,TRUE,FALSE
MATa-2021ver-384,rec4672,ygr042w,S000003274,5,3,6,TRUE,FALSE
MATa-2021ver-384,rec4673,nqm1,S000003275,5,3,8,TRUE,FALSE
MATa-2021ver-384,rec4674,rme1,S000003276,5,3,10,TRUE,FALSE
MATa-2021ver-384,rec4675,ygr045c,S000003277,5,3,12,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,5,3,14,TRUE,FALSE
MATa-2021ver-384,rec4679,scm4,S000003281,5,3,16,TRUE,FALSE
MATa-2021ver-384,rec4681,ygr051c,S000003283,5,3,18,TRUE,FALSE
MATa-2021ver-384,rec4682,fmp48,S000003284,5,3,20,TRUE,FALSE
MATa-2021ver-384,rec4684,ygr054w,S000003286,5,3,22,TRUE,FALSE
MATa-2021ver-384,rec4685,mup1,S000003287,5,3,24,TRUE,FALSE
MATa-2021ver-384,rec4686,rsc1,S000003288,5,5,2,TRUE,FALSE
MATa-2021ver-384,rec4687,lst7,S000003289,5,5,4,TRUE,FALSE
MATa-2021ver-384,rec4688,pef1,S000003290,5,5,6,TRUE,FALSE
MATa-2021ver-384,rec4689,spr3,S000003291,5,5,8,TRUE,FALSE
MATa-2021ver-384,rec4691,ade6,S000003293,5,5,10,TRUE,FALSE
MATa-2021ver-384,rec4692,cox18,S000003294,5,5,12,TRUE,FALSE
MATa-2021ver-384,rec4694,ygr064w,S000003296,5,5,14,TRUE,FALSE
MATa-2021ver-384,rec4696,ygr066c,S000003298,5,5,16,TRUE,FALSE
MATa-2021ver-384,rec4697,ygr067c,S000003299,5,5,18,TRUE,FALSE
MATa-2021ver-384,rec4698,art5,S000003300,5,5,20,TRUE,FALSE
MATa-2021ver-384,rec4699,ygr069w,S000003301,5,5,22,TRUE,FALSE
MATa-2021ver-384,rec4700,rom1,S000003302,5,5,24,TRUE,FALSE
MATa-2021ver-384,rec4701,env11,S000003303,5,7,2,TRUE,FALSE
MATa-2021ver-384,rec4702,upf3,S000003304,5,7,4,TRUE,FALSE
MATa-2021ver-384,rec4706,mrpl25,S000003308,5,7,6,TRUE,FALSE
MATa-2021ver-384,rec4707,pex8,S000003309,5,7,8,TRUE,FALSE
MATa-2021ver-384,rec4708,pac10,S000003310,5,7,10,TRUE,FALSE
MATa-2021ver-384,rec4709,ygr079w,S000003311,5,7,12,TRUE,FALSE
MATa-2021ver-384,rec4710,twf1,S000003312,5,7,14,TRUE,FALSE
MATa-2021ver-384,rec4711,slx9,S000003313,5,7,16,TRUE,FALSE
MATa-2021ver-384,rec4714,mrp13,S000003316,5,7,18,TRUE,FALSE
MATa-2021ver-384,rec4715,rpl11b,S000003317,5,7,20,TRUE,FALSE
MATa-2021ver-384,rec4717,pdc6,S000003319,5,7,22,TRUE,FALSE
MATa-2021ver-384,rec4718,ctt1,S000003320,5,7,24,TRUE,FALSE
MATa-2021ver-384,rec4726,tpc1,S000003328,5,9,2,TRUE,FALSE
MATa-2021ver-384,rec4727,ask10,S000003329,5,9,4,TRUE,FALSE
MATa-2021ver-384,rec4730,mdr1,S000003332,5,9,6,TRUE,FALSE
MATa-2021ver-384,rec4731,pcp1,S000003333,5,9,8,TRUE,FALSE
MATa-2021ver-384,rec4732,gtf1,S000003334,5,9,10,TRUE,FALSE
MATa-2021ver-384,rec4734,srb5,S000003336,5,9,12,TRUE,FALSE
MATa-2021ver-384,rec4735,vma21,S000003337,5,9,14,TRUE,FALSE
MATa-2021ver-384,rec4737,ygr107w,S000003339,5,9,16,TRUE,FALSE
MATa-2021ver-384,rec4738,clb1,S000003340,5,9,18,TRUE,FALSE
MATa-2021ver-384,rec4739,clb6,S000003341,5,9,20,TRUE,FALSE
MATa-2021ver-384,rec4741,ygr111w,S000003343,5,9,22,TRUE,FALSE
MATa-2021ver-384,rec4742,shy1,S000003344,5,9,24,TRUE,FALSE
MATa-2021ver-384,rec4748,rps23a,S000003350,5,11,2,TRUE,FALSE
MATa-2021ver-384,rec4751,mep1,S000003353,5,11,4,TRUE,FALSE
MATa-2021ver-384,rec4752,ygr122w,S000003354,5,11,6,TRUE,FALSE
MATa-2021ver-384,rec2353,yor097c,S000005623,5,11,8,TRUE,FALSE
MATa-2021ver-384,rec2355,ktr1,S000005625,5,11,10,TRUE,FALSE
MATa-2021ver-384,rec2356,crc1,S000005626,5,11,12,TRUE,FALSE
MATa-2021ver-384,rec2357,ras1,S000005627,5,11,14,TRUE,FALSE
MATa-2021ver-384,rec2360,pin2,S000005630,5,11,16,TRUE,FALSE
MATa-2021ver-384,rec2361,yor105w,S000005631,5,11,18,TRUE,FALSE
MATa-2021ver-384,rec2362,vam3,S000005632,5,11,20,TRUE,FALSE
MATa-2021ver-384,rec2363,rgs2,S000005633,5,11,22,TRUE,FALSE
MATa-2021ver-384,rec2364,leu9,S000005634,5,11,24,TRUE,FALSE
MATa-2021ver-384,rec2365,inp53,S000005635,5,13,2,TRUE,FALSE
MATa-2021ver-384,rec2367,yor111w,S000005637,5,13,4,TRUE,FALSE
MATa-2021ver-384,rec2368,cex1,S000005638,5,13,6,TRUE,FALSE
MATa-2021ver-384,rec2369,azf1,S000005639,5,13,8,TRUE,FALSE
MATa-2021ver-384,rec2370,yor114w,S000005640,5,13,10,TRUE,FALSE
MATa-2021ver-384,rec2371,trs33,S000005641,5,13,12,TRUE,FALSE
MATa-2021ver-384,rec2374,rtc5,S000005644,5,13,14,TRUE,FALSE
MATa-2021ver-384,rec2376,gcy1,S000005646,5,13,16,TRUE,FALSE
MATa-2021ver-384,rec2377,yor121c,S000005647,5,13,18,TRUE,FALSE
MATa-2021ver-384,rec2379,leo1,S000005649,5,13,20,TRUE,FALSE
MATa-2021ver-384,rec2380,ubp2,S000005650,5,13,22,TRUE,FALSE
MATa-2021ver-384,rec2381,cat5,S000005651,5,13,24,TRUE,FALSE
MATa-2021ver-384,rec2382,iah1,S000005652,5,15,2,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,5,15,4,TRUE,FALSE
MATa-2021ver-384,rec2383,rga1,S000005653,5,15,6,TRUE,FALSE
MATa-2021ver-384,rec2385,afi1,S000005655,5,15,8,TRUE,FALSE
MATa-2021ver-384,rec2386,ort1,S000005656,5,15,10,TRUE,FALSE
MATa-2021ver-384,rec2387,yor131c,S000005657,5,15,12,TRUE,FALSE
MATa-2021ver-384,rec2388,vps17,S000005658,5,15,14,TRUE,FALSE
MATa-2021ver-384,rec2389,eft1,S000005659,5,15,16,TRUE,FALSE
MATa-2021ver-384,rec2390,bag7,S000005660,5,15,18,TRUE,FALSE
MATa-2021ver-384,rec2391,irc14,S000005661,5,15,20,TRUE,FALSE
MATa-2021ver-384,rec2392,idh2,S000005662,5,15,22,TRUE,FALSE
MATa-2021ver-384,rec2393,sia1,S000005663,5,15,24,TRUE,FALSE
MATa-2021ver-384,rec2394,rup1,S000005664,5,1,1,TRUE,FALSE
MATa-2021ver-384,rec2395,yor139c,S000005665,5,1,3,TRUE,FALSE
MATa-2021ver-384,rec2396,sfl1,S000005666,5,1,5,TRUE,FALSE
MATa-2021ver-384,rec2397,arp8,S000005667,5,1,7,TRUE,FALSE
MATa-2021ver-384,rec2398,lsc1,S000005668,5,1,9,TRUE,FALSE
MATa-2021ver-384,rec2400,elg1,S000005670,5,1,11,TRUE,FALSE
MATa-2021ver-384,rec2408,yor152c,S000005678,5,1,13,TRUE,FALSE
MATa-2021ver-384,rec2409,pdr5,S000005679,5,1,15,TRUE,FALSE
MATa-2021ver-384,rec2410,slp1,S000005680,5,1,17,TRUE,FALSE
MATa-2021ver-384,rec2411,isn1,S000005681,5,1,19,TRUE,FALSE
MATa-2021ver-384,rec2412,nfi1,S000005682,5,1,21,TRUE,FALSE
MATa-2021ver-384,rec2417,pns1,S000005687,5,1,23,TRUE,FALSE
MATa-2021ver-384,rec2418,yrr1,S000005688,5,3,1,TRUE,FALSE
MATa-2021ver-384,rec2419,ddp1,S000005689,5,3,3,TRUE,FALSE
MATa-2021ver-384,rec2420,get4,S000005690,5,3,5,TRUE,FALSE
MATa-2021ver-384,rec2421,sey1,S000005691,5,3,7,TRUE,FALSE
MATa-2021ver-384,rec2422,swt1,S000005692,5,3,9,TRUE,FALSE
MATa-2021ver-384,rec2423,rps28a,S000005693,5,3,11,TRUE,FALSE
MATa-2021ver-384,rec2426,yor170w,S000005696,5,3,13,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,5,3,15,TRUE,FALSE
MATa-2021ver-384,rec2427,lcb4,S000005697,5,3,17,TRUE,FALSE
MATa-2021ver-384,rec2428,yrm1,S000005698,5,3,19,TRUE,FALSE
MATa-2021ver-384,rec2429,dcs2,S000005699,5,3,21,TRUE,FALSE
MATa-2021ver-384,rec2431,ale1,S000005701,5,3,23,TRUE,FALSE
MATa-2021ver-384,rec2433,mpc54,S000005703,5,5,1,TRUE,FALSE
MATa-2021ver-384,rec2434,gac1,S000005704,5,5,3,TRUE,FALSE
MATa-2021ver-384,rec2438,rps30b,S000005708,5,5,5,TRUE,FALSE
MATa-2021ver-384,rec2439,fyv12,S000005709,5,5,7,TRUE,FALSE
MATa-2021ver-384,rec2440,ser1,S000005710,5,5,9,TRUE,FALSE
MATa-2021ver-384,rec2441,gsp2,S000005711,5,5,11,TRUE,FALSE
MATa-2021ver-384,rec2442,yor186w,S000005712,5,5,13,TRUE,FALSE
MATa-2021ver-384,rec2443,tuf1,S000005713,5,5,15,TRUE,FALSE
MATa-2021ver-384,rec2444,msb1,S000005714,5,5,17,TRUE,FALSE
MATa-2021ver-384,rec2445,ies4,S000005715,5,5,19,TRUE,FALSE
MATa-2021ver-384,rec2446,spr1,S000005716,5,5,21,TRUE,FALSE
MATa-2021ver-384,rec2447,uls1,S000005717,5,5,23,TRUE,FALSE
MATa-2021ver-384,rec2448,thi72,S000005718,5,7,1,TRUE,FALSE
MATa-2021ver-384,rec2449,pex27,S000005719,5,7,3,TRUE,FALSE
MATa-2021ver-384,rec2451,slk19,S000005721,5,7,5,TRUE,FALSE
MATa-2021ver-384,rec2452,lip5,S000005722,5,7,7,TRUE,FALSE
MATa-2021ver-384,rec2453,mca1,S000005723,5,7,9,TRUE,FALSE
MATa-2021ver-384,rec2454,bfr1,S000005724,5,7,11,TRUE,FALSE
MATa-2021ver-384,rec2455,yor199w,S000005725,5,7,13,TRUE,FALSE
MATa-2021ver-384,rec2456,yor200w,S000005726,5,7,15,TRUE,FALSE
MATa-2021ver-384,rec2457,mrm1,S000005727,5,7,17,TRUE,FALSE
MATa-2021ver-384,rec2458,his3,S000005728,5,7,19,TRUE,FALSE
MATa-2021ver-384,rec2461,gep3,S000005731,5,7,21,TRUE,FALSE
MATa-2021ver-384,rec2464,ptp2,S000005734,5,7,23,TRUE,FALSE
MATa-2021ver-384,rec2465,npt1,S000005735,5,9,1,TRUE,FALSE
MATa-2021ver-384,rec2467,mgm1,S000005737,5,9,3,TRUE,FALSE
MATa-2021ver-384,rec2468,ste4,S000005738,5,9,5,TRUE,FALSE
MATa-2021ver-384,rec2469,sas5,S000005739,5,9,7,TRUE,FALSE
MATa-2021ver-384,rec2470,spr2,S000005740,5,9,9,TRUE,FALSE
MATa-2021ver-384,rec2471,aim41,S000005741,5,9,11,TRUE,FALSE
MATa-2021ver-384,rec2472,rud3,S000005742,5,9,13,TRUE,FALSE
MATa-2021ver-384,rec2475,ste13,S000005745,5,9,15,TRUE,FALSE
MATa-2021ver-384,rec2476,rcn2,S000005746,5,9,17,TRUE,FALSE
MATa-2021ver-384,rec2477,mct1,S000005747,5,9,19,TRUE,FALSE
MATa-2021ver-384,rec2478,odc2,S000005748,5,9,21,TRUE,FALSE
MATa-2021ver-384,rec2479,dsc3,S000005749,5,9,23,TRUE,FALSE
MATa-2021ver-384,rec2481,yor225w,S000005751,5,11,1,TRUE,FALSE
MATa-2021ver-384,rec2482,isu2,S000005752,5,11,3,TRUE,FALSE
MATa-2021ver-384,rec2483,her1,S000005753,5,11,5,TRUE,FALSE
MATa-2021ver-384,rec2484,mcp1,S000005754,5,11,7,TRUE,FALSE
MATa-2021ver-384,rec2485,wtm2,S000005755,5,11,9,TRUE,FALSE
MATa-2021ver-384,rec2486,wtm1,S000005756,5,11,11,TRUE,FALSE
MATa-2021ver-384,rec2487,mkk1,S000005757,5,11,13,TRUE,FALSE
MATa-2021ver-384,rec2489,kin4,S000005759,5,11,15,TRUE,FALSE
MATa-2021ver-384,rec2490,rpl33b,S000005760,5,11,17,TRUE,FALSE
MATa-2021ver-384,rec2491,irc13,S000005761,5,11,19,TRUE,FALSE
MATa-2021ver-384,rec2493,hes1,S000005763,5,11,21,TRUE,FALSE
MATa-2021ver-384,rec2494,yor238w,S000005764,5,11,23,TRUE,FALSE
MATa-2021ver-384,rec2495,abp140,S000005765,5,13,1,TRUE,FALSE
MATa-2021ver-384,rec2496,abp140,S000005765,5,13,3,TRUE,FALSE
MATa-2021ver-384,rec2497,met7,S000005767,5,13,5,TRUE,FALSE
MATa-2021ver-384,rec2498,ssp2,S000005768,5,13,7,TRUE,FALSE
MATa-2021ver-384,rec2499,pus7,S000005769,5,13,9,TRUE,FALSE
MATa-2021ver-384,rec2501,dga1,S000005771,5,13,11,TRUE,FALSE
MATa-2021ver-384,rec2502,env9,S000005772,5,13,13,TRUE,FALSE
MATa-2021ver-384,rec2503,srl1,S000005773,5,13,15,TRUE,FALSE
MATa-2021ver-384,rec2504,yor248w,S000005774,5,13,17,TRUE,FALSE
MATa-2021ver-384,rec2507,tum1,S000005777,5,13,19,TRUE,FALSE
MATa-2021ver-384,rec2508,tma16,S000005778,5,13,21,TRUE,FALSE
MATa-2021ver-384,rec2509,nat5,S000005779,5,13,23,TRUE,FALSE
MATa-2021ver-384,rec2511,osw1,S000005781,5,15,1,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,5,15,3,TRUE,FALSE
MATa-2021ver-384,rec2514,hnt3,S000005784,5,15,5,TRUE,FALSE
MATa-2021ver-384,rec2519,yor263c,S000005789,5,15,7,TRUE,FALSE
MATa-2021ver-384,rec2520,dse3,S000005790,5,15,9,TRUE,FALSE
MATa-2021ver-384,rec2533,yor277c,S000005803,5,15,11,TRUE,FALSE
MATa-2021ver-384,rec2535,rfm1,S000005805,5,15,13,TRUE,FALSE
MATa-2021ver-384,rec2536,fsh3,S000005806,5,15,15,TRUE,FALSE
MATa-2021ver-384,rec2539,yor283w,S000005809,5,15,17,TRUE,FALSE
MATa-2021ver-384,rec2540,hua2,S000005810,5,15,19,TRUE,FALSE
MATa-2021ver-384,rec2541,rdl1,S000005811,5,15,21,TRUE,FALSE
MATa-2021ver-384,rec2542,rdl2,S000005812,5,15,23,TRUE,FALSE
MATa-2021ver-384,rec2544,mpd1,S000005814,6,2,2,TRUE,FALSE
MATa-2021ver-384,rec1207,yjl218w,S000003754,6,2,4,TRUE,FALSE
MATa-2021ver-384,rec1208,ree1,S000003753,6,2,6,TRUE,FALSE
MATa-2021ver-384,rec1209,ima5,S000003752,6,2,8,TRUE,FALSE
MATa-2021ver-384,rec1210,yjl215c,S000003751,6,2,10,TRUE,FALSE
MATa-2021ver-384,rec1211,hxt8,S000003750,6,2,12,TRUE,FALSE
MATa-2021ver-384,rec1213,opt1,S000003748,6,2,14,TRUE,FALSE
MATa-2021ver-384,rec1214,pex2,S000003746,6,2,16,TRUE,FALSE
MATa-2021ver-384,rec1215,yjl211c,S000003747,6,2,18,TRUE,FALSE
MATa-2021ver-384,rec1216,cbp1,S000003745,6,2,20,TRUE,FALSE
MATa-2021ver-384,rec1217,nuc1,S000003744,6,2,22,TRUE,FALSE
MATa-2021ver-384,rec1218,laa1,S000003743,6,2,24,TRUE,FALSE
MATa-2021ver-384,rec1219,yjl206c,S000003741,6,4,2,TRUE,FALSE
MATa-2021ver-384,rec1220,nce101,S000003742,6,4,4,TRUE,FALSE
MATa-2021ver-384,rec1221,rcy1,S000003740,6,4,6,TRUE,FALSE
MATa-2021ver-384,rec1224,ecm25,S000003737,6,4,8,TRUE,FALSE
MATa-2021ver-384,rec1225,aco2,S000003736,6,4,10,TRUE,FALSE
MATa-2021ver-384,rec1226,mbb1,S000003735,6,4,12,TRUE,FALSE
MATa-2021ver-384,rec1227,pho90,S000003734,6,4,14,TRUE,FALSE
MATa-2021ver-384,rec1228,ubp12,S000003733,6,4,16,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,6,4,18,TRUE,FALSE
MATa-2021ver-384,rec1229,elo1,S000003732,6,4,20,TRUE,FALSE
MATa-2021ver-384,rec1232,yjl193w,S000003729,6,4,22,TRUE,FALSE
MATa-2021ver-384,rec1233,sop4,S000003728,6,4,24,TRUE,FALSE
MATa-2021ver-384,rec1234,rps14b,S000003727,6,6,2,TRUE,FALSE
MATa-2021ver-384,rec1235,rps22a,S000003726,6,6,4,TRUE,FALSE
MATa-2021ver-384,rec1236,rpl39,S000003725,6,6,6,TRUE,FALSE
MATa-2021ver-384,rec1237,bud19,S000003724,6,6,8,TRUE,FALSE
MATa-2021ver-384,rec1238,swe1,S000003723,6,6,10,TRUE,FALSE
MATa-2021ver-384,rec1239,mnn5,S000003722,6,6,12,TRUE,FALSE
MATa-2021ver-384,rec1240,atg36,S000003721,6,6,14,TRUE,FALSE
MATa-2021ver-384,rec1242,mnn11,S000003719,6,6,16,TRUE,FALSE
MATa-2021ver-384,rec1243,yjl181w,S000003717,6,6,18,TRUE,FALSE
MATa-2021ver-384,rec1244,yjl182c,S000003718,6,6,20,TRUE,FALSE
MATa-2021ver-384,rec1245,atp12,S000003716,6,6,22,TRUE,FALSE
MATa-2021ver-384,rec1246,pfd1,S000003715,6,6,24,TRUE,FALSE
MATa-2021ver-384,rec1247,atg27,S000003714,6,8,2,TRUE,FALSE
MATa-2021ver-384,rec1250,swi3,S000003712,6,8,4,TRUE,FALSE
MATa-2021ver-384,rec1253,cps1,S000003708,6,8,6,TRUE,FALSE
MATa-2021ver-384,rec1254,yjl171c,S000003707,6,8,8,TRUE,FALSE
MATa-2021ver-384,rec1255,asg7,S000003706,6,8,10,TRUE,FALSE
MATa-2021ver-384,rec1256,yjl169w,S000003705,6,8,12,TRUE,FALSE
MATa-2021ver-384,rec1257,set2,S000003704,6,8,14,TRUE,FALSE
MATa-2021ver-384,rec1259,qcr8,S000003702,6,8,16,TRUE,FALSE
MATa-2021ver-384,rec1260,hal5,S000003701,6,8,18,TRUE,FALSE
MATa-2021ver-384,rec1261,tpk1,S000003700,6,8,20,TRUE,FALSE
MATa-2021ver-384,rec1262,yjl163c,S000003699,6,8,22,TRUE,FALSE
MATa-2021ver-384,rec1263,jjj2,S000003698,6,8,24,TRUE,FALSE
