temperature,strain_name,strain_id,plate,row,column,query_id,t,p,mean_dif,sd_dif,mean_lgr,sd_lgr
30,fps1,rec1531,1,2,9,g1,-1.4213928970908103,0.18060239239290604,-0.07957184153922152,0.06851675691805591,-0.10377488979067377,0.08793392468595548
30,fps1,rec1531,1,2,9,g6,0.239342596207709,0.814456078891743,0.014450525989318314,0.0712907984761739,0.022451391107689768,0.09136223692529305
30,fra1,rec1517,1,16,16,g1,-0.9868015167641451,0.3423382458903992,-0.06246917107826182,0.12243457768962174,-0.08208020399697044,0.1723447125783278
30,fra1,rec1517,1,16,16,g6,0.35190456713972973,0.7301932102226689,0.02465156184010593,0.06945143998257827,0.035435795546121446,0.09605416164928376
30,fra2,rec4586,6,3,9,g1,-2.094883179195812,0.0621174994143144,-0.07811111732578721,0.1291403247776926,-0.15480918181341974,0.25271717430253177
30,fra2,rec4586,6,3,9,g6,-2.085822855400653,0.055845667544638974,-0.04996719509386861,0.05631354491740283,-0.09209968112066577,0.10448073468696384
30,frd1,rec288,3,13,11,g1,-1.0489329368899987,0.31246733496408763,-0.0222208384495024,0.06556471955514565,-0.0336079615045931,0.09852438960342078
30,frd1,rec288,3,13,11,g6,-2.883449826150813,0.012327445078449122,-0.061271613988703816,0.04383053305891131,-0.09380373621557632,0.06554374038009525
30,frd1,rec288,15,13,12,g1,-0.7830981733106747,0.451635380221168,-0.02913735551235147,0.09616414320471538,-0.04656361753645033,0.1428099419691348
30,frd1,rec288,15,13,12,g6,-0.592363910285452,0.5653300060947657,-0.011003081139485116,0.05516957172948498,-0.014806589355803939,0.08038497835987544
30,fre1,rec4163,5,8,20,g1,0.11052446070396485,0.9137771354288198,0.005025434324594156,0.10712366281714114,0.0031694380982131964,0.12742362418333059
30,fre1,rec4163,5,8,20,g6,-0.2522751459771084,0.8045696732805733,-0.009822502295490892,0.11548910676314562,-0.012645243235607622,0.1394723802667454
30,fre2,rec7039,13,12,4,g1,-1.1350573039608107,0.2754112657346832,-0.029815188039232804,0.07699911253537647,-0.03852407616520302,0.09695484718031945
30,fre2,rec7039,13,12,4,g6,-0.8564750530675503,0.41295395665136914,-0.04077440450868958,0.12708977481191358,-0.05963648250161107,0.16516218057500595
30,fre3,rec1678,2,13,6,g1,0.7448672862642534,0.4728951067713093,0.02936370683303871,0.10911645499435035,0.03675393743504203,0.12538448373162875
30,fre3,rec1678,2,13,6,g6,0.8746731627086458,0.40078275382917095,0.03500626334636922,0.09651634075491534,0.042970692261223714,0.11019686690279261
30,fre4,rec6087,10,10,5,g1,-0.5663186204842336,0.5802075013222332,-0.0257329107764184,0.06460337143292419,-0.035621205315409646,0.08631276143736695
30,fre4,rec6087,10,10,5,g6,0.13311362550406222,0.8962271680183507,0.007174171239987426,0.076727495648413635,0.005224641625452703,0.10211315491380761
30,fre5,rec1681,2,13,12,g1,-0.47779528315431424,0.6401959599361147,-0.014553151428781608,0.07079078870359413,-0.01758121785099525,0.08462132480514513
30,fre5,rec1681,2,13,12,g6,-0.1846400136326532,0.8573582159419597,-0.009616245929801336,0.10923388875641657,-0.017905577472429365,0.13088109015677174
30,fre6,rec1539,1,2,17,g1,1.1970473028383846,0.25455175856382517,0.04687522780249161,0.10082666158736697,0.059563485913087764,0.13410770677920544
30,fre6,rec1539,1,2,17,g6,0.31671301412828934,0.7564860824078476,0.011121942198180874,0.1179574648046849,0.013498950276684199,0.1580783142804906
30,fre7,rec7321,13,15,6,g1,-1.5009613263913153,0.16022457808085486,-0.04524906654085323,0.09398008280555638,-0.058476202810410806,0.12385784586450653
30,fre7,rec7321,13,15,6,g6,1.0562559671981766,0.3100623188394055,0.04521319776967386,0.10147519079910519,0.056211399031649636,0.12379678648216395
30,fre7,rec7392,7,1,2,g1,0.6401206394677802,0.533478459656016,0.028413710787456387,0.14468241648360658,0.037877719344010206,0.20738020679235006
30,fre7,rec7392,7,1,2,g6,0.03581973012154293,0.9719892477468652,0.0016117061217772177,0.13378848077093594,-0.0010275657672161095,0.19195664386713604
30,fre8,rec2658,1,8,15,g1,-1.4043549964174198,0.1885074092956267,-0.051479558131438986,0.09344247616478338,-0.07180427759910339,0.12625177284924124
30,fre8,rec2658,1,8,15,g6,2.7292315416179935,0.016348200337271954,0.06926445951871274,0.09104341694681457,0.08715136107334501,0.11492660310513486
30,frk1,rec2111,3,12,10,g1,1.0622238359822462,0.31014297304587835,0.04791640520328676,0.07658262658667342,0.06668388831337019,0.1176494458392196
30,frk1,rec2111,3,12,10,g6,-0.9512838929161375,0.3578893159870612,-0.029057957592141716,0.08193640510918403,-0.04469594607688271,0.12495147436323405
30,frm2,rec7178,13,1,6,g1,0.9334064721325699,0.3690013919427382,0.045518357550550864,0.09954889607850984,0.051898263380080994,0.11774174877378377
30,frm2,rec7178,13,1,6,g6,0.8958365972358822,0.387397137915348,0.04200075037915538,0.08573339773085789,0.048509115009003415,0.09772477992325966
30,frt1,rec1621,2,7,4,g1,1.1669608916944043,0.2629409534704033,0.04307873019478917,0.04837591643866924,0.055455198402815126,0.06084987036868913
30,frt1,rec1621,2,7,4,g6,2.101806208118629,0.055302070702949284,0.06569109775863108,0.08090887051860922,0.08572976759941879,0.10807662683714855
30,frt2,rec380,1,6,14,g1,-0.7074390278015458,0.4918702193146527,-0.029340539160967544,0.11674930406039934,-0.036931055618867836,0.1569238282737616
30,frt2,rec380,1,6,14,g6,0.23998123675176775,0.8138438179862336,0.010892656810700965,0.07826116384482663,0.015251542154495496,0.09982163467638033
30,fsf1,rec7329,13,15,22,g1,-1.068758742033702,0.31106999911033134,-0.04189108980528708,0.0919429960371923,-0.06647686832600244,0.15540337578855276
30,fsf1,rec7329,13,15,22,g6,-1.0749708381495704,0.3028903905199708,-0.04661493362853775,0.09598093099138574,-0.0775858375594506,0.15883210730644926
30,fsh1,rec1876,4,1,24,g1,2.44176929111788,0.028497286718133327,0.09871686156046808,0.11881631454813799,0.14755747878808612,0.17523993861120624
30,fsh1,rec1876,4,1,24,g6,2.0384529494736428,0.06186514791759567,0.09457993744244414,0.1249076313226875,0.13903349445833543,0.18574042884462177
30,fsh2,rec808,1,11,23,g1,1.4885341673973997,0.16025795894821032,0.0774700863380757,0.05413036319512721,0.11222025402152778,0.08267086743868479
30,fsh2,rec808,1,11,23,g6,2.7842959173607444,0.014803055542039777,0.11746780568443388,0.11469919869383084,0.17386896198820723,0.17753897371859123
30,fsh3,rec2536,5,15,15,g1,0.08052520911427215,0.9369659449283723,0.0023476351136785256,0.10423372857408324,0.0026252284664391307,0.12861299058797054
30,fsh3,rec2536,5,15,15,g6,-2.4961271240153233,0.026097212746498132,-0.06455634382634284,0.08255937802092832,-0.08220964265615502,0.10442182191806502
30,fth1,rec3347,3,6,21,g1,-0.3022356530888392,0.7669794785773616,-0.011638008671987499,0.039281512285641904,-0.014570895570011037,0.048173246000351805
30,fth1,rec3347,3,6,21,g6,0.3321215570966452,0.7451620977747937,0.010510708704903782,0.07537129387779654,0.013497284590421245,0.0883331188708579
30,ftr1,rec6142,15,14,8,g1,-0.9074005961197592,0.3852786186314058,-0.04235726373372818,0.10092715146714533,-0.10254401566572133,0.22427522146588705
30,ftr1,rec6142,15,14,8,g6,-0.7542099316183416,0.4652363857595617,-0.02819878885238103,0.09344092878524604,-0.06266085750151411,0.18843830524052727
