temperature,strain_name,strain_id,plate,row,column,query_id,t,p,mean_dif,sd_dif,mean_lgr,sd_lgr
30,asf1,rec1310,9,11,2,g6,-22.27376511504251,6.387537554590688e-11,-0.46779298554745885,0.056880553220130976,-1.5870145235279738,0.2027251314387928
30,asf1,rec1310,12,12,15,g6,-16.619847787129086,2.3683848362741267e-9,-0.5789838819925373,0.10151724758426221,-1.5538042500963387,0.42980650128687053
30,iwr1,rec3812,14,4,12,g1,-12.372928218335714,4.473415180243479e-8,-0.3258126229003766,0.07336012580172722,-1.3378264922002239,0.47758504547130987
30,iwr1,rec3812,14,4,12,g6,-17.608528817854175,6.944190153182902e-11,-0.3304485303759205,0.04560315132409829,-1.3215127985642994,0.2127044383606539
30,mms1,rec5579,16,11,19,g6,-10.335079146917339,1.0037241168651256e-7,-0.5479231051576763,0.09892523734082667,-1.2021163572301652,0.33478658173001197
30,mms22,rec5229,16,9,3,g6,-11.06400135909465,2.764918961415924e-8,-0.6174198721941856,0.16511441432702698,-2.0701916059244585,0.7688186282038326
30,mre11,rec810,15,5,3,g1,-25.568217602913258,5.959265217174258e-9,-0.8455478422888385,0.07061361671518715,-2.7954344411472523,0.15759873046957232
30,mre11,rec810,15,5,3,g6,-22.947250697986018,1.1636702842901232e-10,-0.8413750726537212,0.060022615101343546,-2.811451803059291,0.411072265326385
30,rad50,rec6464,9,2,15,g1,-27.505111005652722,4.1183545634048044e-13,-0.9408839809191419,0.08142526434282263,-3.2961272426136103,0.9263287422638455
30,rad50,rec6464,9,2,15,g6,-35.73756732418641,5.69612866915387e-12,-0.8428048207899811,0.07746121839547483,-2.2411498330371233,0.24336785662994198
30,rad50,rec6464,12,10,15,g1,-31.649381061892303,2.82641235280305e-10,-0.6762064263307007,0.044793558482690995,-1.7378144685177142,0.06802642069909544
30,rad50,rec6464,12,10,15,g6,-29.169328844243566,2.7118712573073686e-13,-0.7398763476857505,0.05394252665619988,-2.1173389054270286,0.26450412632231274
30,rad51,rec6401,9,8,22,g1,-29.04560209141833,3.5789739363803327e-10,-0.7143747835868498,0.06847126566542644,-2.7383592191265667,0.29018988711332017
30,rad51,rec6401,9,8,22,g6,-25.36370160460954,3.6231243131961513e-11,-0.6708984984703291,0.07793055427426568,-2.3238048429384386,0.3569114308131998
30,rad51,rec6401,12,12,3,g1,-33.88703470582454,3.0957539302428195e-11,-0.891697478602526,0.06310018990621419,-2.245932150877667,0.16334437431743665
30,rad51,rec6401,12,12,3,g6,-38.526839541569075,1.5711047019839763e-10,-0.9696145032328121,0.07035477302398728,-2.8133681885685613,0.1936647038874576
30,rad52,rec540,1,7,12,g1,-45.34803764389807,7.656195742679481e-14,-0.7506846556107523,0.040078675391966745,-2.716952598448869,0.2294662571073604
30,rad52,rec540,1,7,12,g6,-22.347972314461856,2.751045970397584e-10,-0.6899519454299694,0.10243814907939655,-2.2394410003474605,0.48773046019082644
30,rad52,rec540,15,1,21,g1,-19.33279286363876,5.875839364927616e-8,-0.9013850312367981,0.10960192816469463,-3.3554405404060046,0.36598367380044106
30,rad52,rec540,15,1,21,g6,-19.295650706906482,1.0406928605587537e-7,-0.8884258574816939,0.11614517233068303,-3.151538793896159,0.28927724696355256
30,rad54,rec4530,13,12,9,g1,-32.85538309880479,4.0938633871492177e-10,-0.8393493530173054,0.05970244136264513,-2.1458959445690566,0.4152388607147547
30,rad54,rec4530,13,12,9,g6,-37.036851772449644,9.208455795390793e-11,-0.8772698763799117,0.050985323895036454,-2.383357433852916,0.4391049439762613
30,rad54,rec4530,15,6,8,g1,-15.214052731552401,3.372634735597837e-7,-0.6700332083194278,0.09414421855465802,-2.3978298779050826,0.17264750024063524
30,rad54,rec4530,15,6,8,g6,-14.581179516469646,1.310722568159602e-7,-0.6653807458390252,0.09041287636075322,-2.3841217223198172,0.31802771533702895
30,rad55,rec4011,3,1,14,g1,-29.609498061039286,1.0697911577084727e-10,-0.7966861978809257,0.07083189971500548,-3.230088731945454,0.44939994416745416
30,rad55,rec4011,3,1,14,g6,-31.340196900316677,4.623852741072881e-10,-0.8143510758886117,0.06472140320463603,-3.5057071114463696,0.40936388231238796
30,rad57,rec3944,10,13,16,g1,-21.08671138441264,2.3703248921027737e-10,-0.5721503715995554,0.09513892159660739,-1.93568568654299,0.4050687406921874
30,rad57,rec3944,10,13,16,g6,-23.866955540391302,6.4401523060739656e-9,-0.5864272929196991,0.07365547091121508,-2.0187450636736246,0.22265878039462633
30,rad57,rec3944,13,4,7,g1,-27.415365534714876,6.041212420377942e-13,-0.8364113019218865,0.060656467483978356,-2.8549002255488762,0.663512731788292
30,rad57,rec3944,13,4,7,g6,-39.96385300505159,1.8397432294966516e-11,-0.7918417525890866,0.04267179111042325,-2.3431779510268074,0.11647533295523342
30,rad6,rec4425,7,3,19,g1,-10.315328494051675,1.1855945886216199e-6,-0.25603420189508935,0.08606277586733059,-1.3023103828998548,0.42574137913854965
30,rad6,rec4425,7,3,19,g6,-12.146890212479416,2.4738918922529088e-6,-0.27980124141013474,0.06296072821181159,-1.4988028953226396,0.23050145955576326
30,rtt101,rec1376,10,2,16,g6,-11.792279167263539,1.5198845073543268e-8,-0.43934526232317866,0.08927217164273278,-0.8073067071849996,0.17365409977131555
30,rtt109,rec1490,1,12,24,g6,-9.725066250099658,2.3071032607886504e-7,-0.5155194436711126,0.05090113341054281,-1.2369317098444135,0.20733609180999282
30,rtt109,rec1490,15,5,1,g6,-16.530763005702028,4.288342617757733e-9,-0.6383410350797318,0.07244395538485576,-1.9045962908824552,0.2421775265283272
30,srs2,rec1331,9,13,4,g6,-19.765645676023482,1.8279433668647868e-11,-0.5272267769204139,0.04110606849022263,-0.804317255264194,0.08882838533944325
30,srs2,rec1331,12,14,1,g6,-8.259917245431408,1.443845194705095e-6,-0.47906389520023884,0.082706774029679,-0.8107341779248189,0.22490100863513054
30,top3,rec5143,6,10,9,g1,-26.028860817740863,5.341957666415223e-13,-0.7379818783898173,0.09662539429165475,-1.9552777669821788,0.3529038990044328
30,top3,rec5143,6,10,9,g6,-36.00813253561408,1.7884389152118988e-13,-0.7785815332930266,0.05948883409988125,-2.179038819048085,0.22247644127203006
30,xrs2,rec4205,3,15,8,g1,-23.76643743517707,2.9013501758343514e-11,-0.6394701322458272,0.07592761525299589,-1.792687240734252,0.3144215633043138
30,xrs2,rec4205,3,15,8,g6,-44.21738628970808,2.3972605120719944e-13,-0.7084151646002103,0.032308943205166106,-2.198901328653846,0.13282903929127687
30,xrs2,rec4205,16,1,3,g1,-9.864169282688103,6.568466146232185e-6,-0.5535895421945507,0.11714822588886403,-1.4845057236141415,0.15792542408120513
